157.160->154.161,8,4,2013-01-01T03:30:00.000Z
158.159->154.161,8,5,2013-01-01T03:30:00.000Z
155.162->157.160,7,6,2013-01-01T03:30:00.000Z
157.160->156.162,6,7,2013-01-01T03:30:00.000Z
153.159->154.161,6,8,2013-01-01T03:30:00.000Z
160.156->160.155,6,9,2013-01-01T03:30:00.000Z
156.161->154.161,6,10,2013-01-01T03:30:00.000Z
155.162->154.161,7,1,2013-01-01T04:00:00.000Z
155.163->156.161,6,2,2013-01-01T04:00:00.000Z
155.158->154.161,6,3,2013-01-01T04:00:00.000Z
155.163->155.163,6,4,2013-01-01T04:00:00.000Z
158.158->160.156,6,5,2013-01-01T04:00:00.000Z
158.159->154.161,6,6,2013-01-01T04:00:00.000Z
154.168->156.162,6,7,2013-01-01T04:00:00.000Z
156.162->157.160,6,8,2013-01-01T04:00:00.000Z
154.168->154.168,6,9,2013-01-01T04:00:00.000Z
160.155->154.158,6,10,2013-01-01T04:00:00.000Z
153.157->154.161,11,1,2013-01-01T04:30:00.000Z
158.159->158.159,5,2,2013-01-01T04:30:00.000Z
156.162->154.161,5,3,2013-01-01T04:30:00.000Z
154.165->154.161,5,4,2013-01-01T04:30:00.000Z
155.162->156.161,5,5,2013-01-01T04:30:00.000Z
154.164->154.161,5,6,2013-01-01T04:30:00.000Z
154.162->154.162,4,7,2013-01-01T04:30:00.000Z
156.162->156.161,4,8,2013-01-01T04:30:00.000Z
155.162->156.162,4,9,2013-01-01T04:30:00.000Z
156.162->155.163,4,10,2013-01-01T04:30:00.000Z
153.157->154.161,8,1,2013-01-01T05:00:00.000Z
154.157->154.161,6,2,2013-01-01T05:00:00.000Z
154.158->153.160,5,3,2013-01-01T05:00:00.000Z
160.156->160.156,5,4,2013-01-01T05:00:00.000Z
156.162->154.161,5,5,2013-01-01T05:00:00.000Z
153.162->154.161,4,6,2013-01-01T05:00:00.000Z
154.165->155.163,4,7,2013-01-01T05:00:00.000Z
155.163->154.167,4,8,2013-01-01T05:00:00.000Z
156.162->160.156,4,9,2013-01-01T05:00:00.000Z
153.158->154.161,4,10,2013-01-01T05:00:00.000Z
154.165->154.161,6,1,2013-01-01T05:30:00.000Z
153.157->154.161,6,2,2013-01-01T05:30:00.000Z
155.163->155.162,5,3,2013-01-01T05:30:00.000Z
153.161->155.164,4,4,2013-01-01T05:30:00.000Z
157.158->155.158,4,5,2013-01-01T05:30:00.000Z
153.167->153.167,4,6,2013-01-01T05:30:00.000Z
154.161->158.159,4,7,2013-01-01T05:30:00.000Z
155.160->154.161,4,8,2013-01-01T05:30:00.000Z
151.167->153.161,4,9,2013-01-01T05:30:00.000Z
154.165->155.163,4,10,2013-01-01T05:30:00.000Z
153.157->154.161,5,1,2013-01-01T06:00:00.000Z
154.165->154.161,4,2,2013-01-01T06:00:00.000Z
154.165->153.161,4,3,2013-01-01T06:00:00.000Z
154.164->154.164,4,4,2013-01-01T06:00:00.000Z
154.166->154.161,4,5,2013-01-01T06:00:00.000Z
160.155->160.155,3,6,2013-01-01T06:00:00.000Z
161.149->156.175,3,7,2013-01-01T06:00:00.000Z
154.158->159.150,3,8,2013-01-01T06:00:00.000Z
154.165->159.155,3,9,2013-01-01T06:00:00.000Z
151.165->152.163,3,10,2013-01-01T06:00:00.000Z
154.165->155.163,6,1,2013-01-01T06:30:00.000Z
154.165->155.161,3,2,2013-01-01T06:30:00.000Z
155.162->158.157,3,3,2013-01-01T06:30:00.000Z
157.151->160.144,3,4,2013-01-01T06:30:00.000Z
152.165->154.166,3,5,2013-01-01T06:30:00.000Z
158.159->154.161,3,6,2013-01-01T06:30:00.000Z
154.159->156.155,3,7,2013-01-01T06:30:00.000Z
153.157->153.160,3,8,2013-01-01T06:30:00.000Z
153.158->154.161,3,9,2013-01-01T06:30:00.000Z
155.158->154.161,3,10,2013-01-01T06:30:00.000Z
154.165->154.161,6,1,2013-01-01T07:00:00.000Z
153.157->154.161,4,2,2013-01-01T07:00:00.000Z
161.155->160.157,4,3,2013-01-01T07:00:00.000Z
153.161->156.162,3,4,2013-01-01T07:00:00.000Z
154.167->153.167,3,5,2013-01-01T07:00:00.000Z
154.165->155.166,3,6,2013-01-01T07:00:00.000Z
154.161->154.161,3,7,2013-01-01T07:00:00.000Z
153.157->152.162,3,8,2013-01-01T07:00:00.000Z
154.158->154.161,3,9,2013-01-01T07:00:00.000Z
154.166->154.161,3,10,2013-01-01T07:00:00.000Z
156.159->156.163,4,1,2013-01-01T07:30:00.000Z
154.159->153.161,4,2,2013-01-01T07:30:00.000Z
152.166->151.171,3,3,2013-01-01T07:30:00.000Z
154.159->154.160,3,4,2013-01-01T07:30:00.000Z
153.158->153.158,3,5,2013-01-01T07:30:00.000Z
154.165->154.161,3,6,2013-01-01T07:30:00.000Z
154.159->155.159,3,7,2013-01-01T07:30:00.000Z
154.165->154.164,3,8,2013-01-01T07:30:00.000Z
157.151->156.152,3,9,2013-01-01T07:30:00.000Z
155.159->175.157,3,10,2013-01-01T07:30:00.000Z
154.165->154.161,6,1,2013-01-01T08:00:00.000Z
154.159->154.161,5,2,2013-01-01T08:00:00.000Z
154.159->154.159,3,3,2013-01-01T08:00:00.000Z
160.156->155.157,3,4,2013-01-01T08:00:00.000Z
153.159->175.157,3,5,2013-01-01T08:00:00.000Z
154.159->175.157,3,6,2013-01-01T08:00:00.000Z
158.159->159.158,3,7,2013-01-01T08:00:00.000Z
154.161->155.159,3,8,2013-01-01T08:00:00.000Z
155.165->156.163,3,9,2013-01-01T08:00:00.000Z
157.151->158.149,3,10,2013-01-01T08:00:00.000Z
154.164->154.161,3,1,2013-01-01T08:30:00.000Z
153.157->155.164,3,2,2013-01-01T08:30:00.000Z
158.159->158.159,3,3,2013-01-01T08:30:00.000Z
155.161->154.161,3,4,2013-01-01T08:30:00.000Z
152.165->155.165,3,5,2013-01-01T08:30:00.000Z
155.158->156.160,2,6,2013-01-01T08:30:00.000Z
153.159->156.160,2,7,2013-01-01T08:30:00.000Z
154.168->156.167,2,8,2013-01-01T08:30:00.000Z
156.153->156.153,2,9,2013-01-01T08:30:00.000Z
163.149->174.156,2,10,2013-01-01T08:30:00.000Z
155.165->154.161,6,1,2013-01-01T09:00:00.000Z
154.156->153.161,4,2,2013-01-01T09:00:00.000Z
155.162->154.161,4,3,2013-01-01T09:00:00.000Z
158.159->158.159,4,4,2013-01-01T09:00:00.000Z
155.163->154.161,3,5,2013-01-01T09:00:00.000Z
154.156->153.160,3,6,2013-01-01T09:00:00.000Z
160.154->158.158,3,7,2013-01-01T09:00:00.000Z
157.161->154.161,3,8,2013-01-01T09:00:00.000Z
154.157->154.158,3,9,2013-01-01T09:00:00.000Z
156.160->156.160,3,10,2013-01-01T09:00:00.000Z
157.160->154.161,5,1,2013-01-01T09:30:00.000Z
156.162->154.161,5,2,2013-01-01T09:30:00.000Z
154.162->154.161,4,3,2013-01-01T09:30:00.000Z
155.157->156.160,4,4,2013-01-01T09:30:00.000Z
154.155->156.153,4,5,2013-01-01T09:30:00.000Z
154.158->175.157,3,6,2013-01-01T09:30:00.000Z
159.155->160.152,3,7,2013-01-01T09:30:00.000Z
156.162->154.160,3,8,2013-01-01T09:30:00.000Z
156.155->153.161,3,9,2013-01-01T09:30:00.000Z
155.158->175.157,3,10,2013-01-01T09:30:00.000Z
154.165->154.161,5,1,2013-01-01T10:00:00.000Z
157.160->153.161,5,2,2013-01-01T10:00:00.000Z
156.162->154.161,4,3,2013-01-01T10:00:00.000Z
155.163->154.161,4,4,2013-01-01T10:00:00.000Z
156.152->155.154,4,5,2013-01-01T10:00:00.000Z
153.165->154.161,4,6,2013-01-01T10:00:00.000Z
161.155->154.161,4,7,2013-01-01T10:00:00.000Z
154.164->154.161,4,8,2013-01-01T10:00:00.000Z
155.161->153.161,4,9,2013-01-01T10:00:00.000Z
153.161->154.159,4,10,2013-01-01T10:00:00.000Z
160.156->154.161,9,1,2013-01-01T10:30:00.000Z
155.158->154.161,7,2,2013-01-01T10:30:00.000Z
154.159->152.158,7,3,2013-01-01T10:30:00.000Z
155.162->154.161,5,4,2013-01-01T10:30:00.000Z
156.165->154.161,5,5,2013-01-01T10:30:00.000Z
157.160->154.161,5,6,2013-01-01T10:30:00.000Z
155.162->156.158,4,7,2013-01-01T10:30:00.000Z
154.160->156.158,4,8,2013-01-01T10:30:00.000Z
154.160->154.161,4,9,2013-01-01T10:30:00.000Z
154.161->155.160,4,10,2013-01-01T10:30:00.000Z
156.161->154.161,8,1,2013-01-01T11:00:00.000Z
160.155->154.161,6,2,2013-01-01T11:00:00.000Z
156.162->154.161,6,3,2013-01-01T11:00:00.000Z
157.160->154.161,5,4,2013-01-01T11:00:00.000Z
155.158->173.155,5,5,2013-01-01T11:00:00.000Z
157.161->154.161,5,6,2013-01-01T11:00:00.000Z
156.163->154.161,5,7,2013-01-01T11:00:00.000Z
155.163->154.161,5,8,2013-01-01T11:00:00.000Z
156.165->154.161,5,9,2013-01-01T11:00:00.000Z
159.157->154.161,5,10,2013-01-01T11:00:00.000Z
156.160->154.161,8,1,2013-01-01T11:30:00.000Z
156.162->154.161,7,2,2013-01-01T11:30:00.000Z
156.161->154.161,6,3,2013-01-01T11:30:00.000Z
154.159->152.158,6,4,2013-01-01T11:30:00.000Z
156.159->154.161,6,5,2013-01-01T11:30:00.000Z
157.159->154.161,6,6,2013-01-01T11:30:00.000Z
155.166->154.161,6,7,2013-01-01T11:30:00.000Z
153.161->153.157,5,8,2013-01-01T11:30:00.000Z
155.154->153.161,5,9,2013-01-01T11:30:00.000Z
159.156->160.155,5,10,2013-01-01T11:30:00.000Z
157.160->154.161,9,1,2013-01-01T12:00:00.000Z
160.155->154.161,7,2,2013-01-01T12:00:00.000Z
156.162->154.161,7,3,2013-01-01T12:00:00.000Z
154.159->154.159,6,4,2013-01-01T12:00:00.000Z
156.160->154.161,6,5,2013-01-01T12:00:00.000Z
155.163->153.161,6,6,2013-01-01T12:00:00.000Z
158.159->158.159,6,7,2013-01-01T12:00:00.000Z
155.165->153.161,5,8,2013-01-01T12:00:00.000Z
156.159->156.159,5,9,2013-01-01T12:00:00.000Z
155.163->156.161,5,10,2013-01-01T12:00:00.000Z
155.158->154.161,10,1,2013-01-01T12:30:00.000Z
156.160->154.161,8,2,2013-01-01T12:30:00.000Z
155.163->154.161,8,3,2013-01-01T12:30:00.000Z
155.159->154.161,7,4,2013-01-01T12:30:00.000Z
156.160->154.160,7,5,2013-01-01T12:30:00.000Z
157.161->154.161,6,6,2013-01-01T12:30:00.000Z
156.158->156.160,6,7,2013-01-01T12:30:00.000Z
154.161->156.159,6,8,2013-01-01T12:30:00.000Z
154.159->154.161,6,9,2013-01-01T12:30:00.000Z
155.154->156.153,6,10,2013-01-01T12:30:00.000Z
155.165->154.161,12,1,2013-01-01T13:00:00.000Z
155.163->156.161,11,2,2013-01-01T13:00:00.000Z
156.160->154.161,11,3,2013-01-01T13:00:00.000Z
156.162->154.161,11,4,2013-01-01T13:00:00.000Z
155.162->154.161,9,5,2013-01-01T13:00:00.000Z
155.158->154.161,9,6,2013-01-01T13:00:00.000Z
157.158->154.161,7,7,2013-01-01T13:00:00.000Z
155.163->154.161,7,8,2013-01-01T13:00:00.000Z
154.161->156.158,7,9,2013-01-01T13:00:00.000Z
153.163->154.161,7,10,2013-01-01T13:00:00.000Z
156.158->154.161,11,1,2013-01-01T13:30:00.000Z
155.158->154.161,11,2,2013-01-01T13:30:00.000Z
157.160->154.161,10,3,2013-01-01T13:30:00.000Z
154.161->156.158,10,4,2013-01-01T13:30:00.000Z
155.163->154.161,8,5,2013-01-01T13:30:00.000Z
157.159->154.161,8,6,2013-01-01T13:30:00.000Z
155.163->156.161,8,7,2013-01-01T13:30:00.000Z
160.154->154.161,8,8,2013-01-01T13:30:00.000Z
156.162->154.161,7,9,2013-01-01T13:30:00.000Z
154.166->154.165,6,10,2013-01-01T13:30:00.000Z
156.162->154.161,18,1,2013-01-01T14:00:00.000Z
155.163->154.161,14,2,2013-01-01T14:00:00.000Z
158.159->154.161,11,3,2013-01-01T14:00:00.000Z
154.161->155.159,11,4,2013-01-01T14:00:00.000Z
154.161->156.159,10,5,2013-01-01T14:00:00.000Z
157.160->154.161,9,6,2013-01-01T14:00:00.000Z
155.166->154.161,7,7,2013-01-01T14:00:00.000Z
156.159->155.161,7,8,2013-01-01T14:00:00.000Z
156.159->157.158,7,9,2013-01-01T14:00:00.000Z
157.161->154.161,7,10,2013-01-01T14:00:00.000Z
156.162->154.161,14,1,2013-01-01T14:30:00.000Z
154.161->156.158,10,2,2013-01-01T14:30:00.000Z
156.160->154.161,10,3,2013-01-01T14:30:00.000Z
156.161->154.161,9,4,2013-01-01T14:30:00.000Z
157.160->154.161,7,5,2013-01-01T14:30:00.000Z
155.155->156.153,6,6,2013-01-01T14:30:00.000Z
189.184->155.158,6,7,2013-01-01T14:30:00.000Z
154.164->154.161,6,8,2013-01-01T14:30:00.000Z
157.158->155.157,6,9,2013-01-01T14:30:00.000Z
157.158->156.160,6,10,2013-01-01T14:30:00.000Z
157.160->154.161,14,1,2013-01-01T15:00:00.000Z
156.158->154.161,11,2,2013-01-01T15:00:00.000Z
155.163->154.161,10,3,2013-01-01T15:00:00.000Z
156.162->154.161,10,4,2013-01-01T15:00:00.000Z
154.161->155.159,8,5,2013-01-01T15:00:00.000Z
157.161->154.161,7,6,2013-01-01T15:00:00.000Z
157.158->156.160,6,7,2013-01-01T15:00:00.000Z
155.157->156.158,6,8,2013-01-01T15:00:00.000Z
155.154->155.155,6,9,2013-01-01T15:00:00.000Z
158.159->154.161,6,10,2013-01-01T15:00:00.000Z
156.159->154.161,10,1,2013-01-01T15:30:00.000Z
157.158->154.161,9,2,2013-01-01T15:30:00.000Z
154.161->156.158,8,3,2013-01-01T15:30:00.000Z
154.159->154.161,8,4,2013-01-01T15:30:00.000Z
157.159->154.161,8,5,2013-01-01T15:30:00.000Z
154.161->155.159,8,6,2013-01-01T15:30:00.000Z
156.161->153.161,7,7,2013-01-01T15:30:00.000Z
157.158->155.159,6,8,2013-01-01T15:30:00.000Z
154.164->154.161,6,9,2013-01-01T15:30:00.000Z
157.158->157.158,6,10,2013-01-01T15:30:00.000Z
154.161->156.160,10,1,2013-01-01T16:00:00.000Z
156.158->154.161,9,2,2013-01-01T16:00:00.000Z
155.163->154.161,8,3,2013-01-01T16:00:00.000Z
158.158->159.156,8,4,2013-01-01T16:00:00.000Z
155.166->156.161,8,5,2013-01-01T16:00:00.000Z
156.159->154.161,7,6,2013-01-01T16:00:00.000Z
156.152->155.155,7,7,2013-01-01T16:00:00.000Z
157.160->154.161,7,8,2013-01-01T16:00:00.000Z
154.161->156.158,7,9,2013-01-01T16:00:00.000Z
157.161->154.161,6,10,2013-01-01T16:00:00.000Z
154.161->155.158,10,1,2013-01-01T16:30:00.000Z
155.158->154.161,9,2,2013-01-01T16:30:00.000Z
156.159->155.161,8,3,2013-01-01T16:30:00.000Z
156.160->154.161,8,4,2013-01-01T16:30:00.000Z
155.163->154.161,8,5,2013-01-01T16:30:00.000Z
156.162->154.161,7,6,2013-01-01T16:30:00.000Z
154.161->155.159,7,7,2013-01-01T16:30:00.000Z
154.161->156.158,7,8,2013-01-01T16:30:00.000Z
150.170->154.159,6,9,2013-01-01T16:30:00.000Z
154.161->156.159,6,10,2013-01-01T16:30:00.000Z
154.161->155.158,10,1,2013-01-01T17:00:00.000Z
156.160->154.161,8,2,2013-01-01T17:00:00.000Z
154.159->154.161,7,3,2013-01-01T17:00:00.000Z
155.165->154.161,7,4,2013-01-01T17:00:00.000Z
154.161->154.159,7,5,2013-01-01T17:00:00.000Z
155.158->154.161,7,6,2013-01-01T17:00:00.000Z
154.159->153.161,7,7,2013-01-01T17:00:00.000Z
155.157->154.161,6,8,2013-01-01T17:00:00.000Z
156.161->154.161,6,9,2013-01-01T17:00:00.000Z
154.161->155.159,6,10,2013-01-01T17:00:00.000Z
154.161->155.159,10,1,2013-01-01T17:30:00.000Z
155.159->154.161,9,2,2013-01-01T17:30:00.000Z
154.161->156.159,8,3,2013-01-01T17:30:00.000Z
155.163->154.161,8,4,2013-01-01T17:30:00.000Z
154.164->154.161,7,5,2013-01-01T17:30:00.000Z
155.163->153.161,7,6,2013-01-01T17:30:00.000Z
155.158->154.160,7,7,2013-01-01T17:30:00.000Z
154.159->156.160,7,8,2013-01-01T17:30:00.000Z
156.158->155.156,7,9,2013-01-01T17:30:00.000Z
156.160->154.161,7,10,2013-01-01T17:30:00.000Z
156.162->154.161,10,1,2013-01-01T18:00:00.000Z
156.160->154.161,9,2,2013-01-01T18:00:00.000Z
154.161->155.159,7,3,2013-01-01T18:00:00.000Z
155.163->154.161,7,4,2013-01-01T18:00:00.000Z
153.161->156.161,7,5,2013-01-01T18:00:00.000Z
155.159->154.161,7,6,2013-01-01T18:00:00.000Z
157.160->154.161,7,7,2013-01-01T18:00:00.000Z
154.161->155.158,6,8,2013-01-01T18:00:00.000Z
155.160->154.161,6,9,2013-01-01T18:00:00.000Z
160.155->155.156,6,10,2013-01-01T18:00:00.000Z
154.159->154.161,15,1,2013-01-01T18:30:00.000Z
155.155->156.153,10,2,2013-01-01T18:30:00.000Z
154.161->155.159,10,3,2013-01-01T18:30:00.000Z
153.161->154.159,9,4,2013-01-01T18:30:00.000Z
156.161->154.161,9,5,2013-01-01T18:30:00.000Z
155.158->154.159,9,6,2013-01-01T18:30:00.000Z
156.159->154.159,9,7,2013-01-01T18:30:00.000Z
157.158->154.159,8,8,2013-01-01T18:30:00.000Z
154.161->154.159,7,9,2013-01-01T18:30:00.000Z
154.159->155.156,7,10,2013-01-01T18:30:00.000Z
156.160->154.161,18,1,2013-01-01T19:00:00.000Z
154.159->154.161,17,2,2013-01-01T19:00:00.000Z
155.158->154.161,15,3,2013-01-01T19:00:00.000Z
155.159->155.159,11,4,2013-01-01T19:00:00.000Z
154.161->155.158,10,5,2013-01-01T19:00:00.000Z
156.158->154.159,9,6,2013-01-01T19:00:00.000Z
154.159->153.161,8,7,2013-01-01T19:00:00.000Z
154.161->154.159,8,8,2013-01-01T19:00:00.000Z
156.159->154.161,8,9,2013-01-01T19:00:00.000Z
156.158->154.161,8,10,2013-01-01T19:00:00.000Z
156.158->154.161,14,1,2013-01-01T19:30:00.000Z
156.158->155.159,13,2,2013-01-01T19:30:00.000Z
155.158->154.160,11,3,2013-01-01T19:30:00.000Z
156.160->154.161,11,4,2013-01-01T19:30:00.000Z
154.161->155.159,9,5,2013-01-01T19:30:00.000Z
156.161->154.161,8,6,2013-01-01T19:30:00.000Z
154.161->156.160,8,7,2013-01-01T19:30:00.000Z
154.159->154.161,8,8,2013-01-01T19:30:00.000Z
155.159->154.161,8,9,2013-01-01T19:30:00.000Z
156.159->154.161,8,10,2013-01-01T19:30:00.000Z
156.159->154.161,11,1,2013-01-01T20:00:00.000Z
157.158->154.161,9,2,2013-01-01T20:00:00.000Z
154.161->155.163,9,3,2013-01-01T20:00:00.000Z
154.159->154.161,7,4,2013-01-01T20:00:00.000Z
156.160->155.159,7,5,2013-01-01T20:00:00.000Z
154.161->154.159,7,6,2013-01-01T20:00:00.000Z
154.161->155.160,7,7,2013-01-01T20:00:00.000Z
153.161->156.161,7,8,2013-01-01T20:00:00.000Z
154.161->155.158,7,9,2013-01-01T20:00:00.000Z
156.160->158.158,6,10,2013-01-01T20:00:00.000Z
154.161->155.160,8,1,2013-01-01T20:30:00.000Z
154.161->156.162,8,2,2013-01-01T20:30:00.000Z
154.161->154.159,8,3,2013-01-01T20:30:00.000Z
156.160->154.159,6,4,2013-01-01T20:30:00.000Z
155.158->154.160,6,5,2013-01-01T20:30:00.000Z
154.161->156.161,6,6,2013-01-01T20:30:00.000Z
154.159->157.159,6,7,2013-01-01T20:30:00.000Z
157.158->154.159,6,8,2013-01-01T20:30:00.000Z
156.160->155.159,6,9,2013-01-01T20:30:00.000Z
154.159->156.160,5,10,2013-01-01T20:30:00.000Z
156.159->154.159,7,1,2013-01-01T21:00:00.000Z
154.159->153.162,7,2,2013-01-01T21:00:00.000Z
155.159->155.159,6,3,2013-01-01T21:00:00.000Z
154.161->155.159,6,4,2013-01-01T21:00:00.000Z
156.158->155.162,6,5,2013-01-01T21:00:00.000Z
154.159->155.157,6,6,2013-01-01T21:00:00.000Z
156.160->154.159,6,7,2013-01-01T21:00:00.000Z
154.159->154.161,6,8,2013-01-01T21:00:00.000Z
154.159->156.158,5,9,2013-01-01T21:00:00.000Z
157.160->155.159,5,10,2013-01-01T21:00:00.000Z
154.161->156.162,6,1,2013-01-01T21:30:00.000Z
154.161->157.160,6,2,2013-01-01T21:30:00.000Z
155.159->154.162,6,3,2013-01-01T21:30:00.000Z
154.161->154.158,6,4,2013-01-01T21:30:00.000Z
156.160->154.159,5,5,2013-01-01T21:30:00.000Z
156.160->155.163,5,6,2013-01-01T21:30:00.000Z
155.159->157.158,5,7,2013-01-01T21:30:00.000Z
154.160->154.161,5,8,2013-01-01T21:30:00.000Z
154.161->155.159,5,9,2013-01-01T21:30:00.000Z
154.161->156.160,4,10,2013-01-01T21:30:00.000Z
154.159->154.161,13,1,2013-01-01T22:00:00.000Z
154.161->154.159,9,2,2013-01-01T22:00:00.000Z
155.159->155.161,9,3,2013-01-01T22:00:00.000Z
154.159->156.158,7,4,2013-01-01T22:00:00.000Z
154.161->155.163,7,5,2013-01-01T22:00:00.000Z
154.161->155.159,7,6,2013-01-01T22:00:00.000Z
154.161->155.162,7,7,2013-01-01T22:00:00.000Z
153.161->153.159,7,8,2013-01-01T22:00:00.000Z
154.161->156.160,7,9,2013-01-01T22:00:00.000Z
154.159->155.161,7,10,2013-01-01T22:00:00.000Z
154.161->155.160,13,1,2013-01-01T22:30:00.000Z
154.161->156.160,13,2,2013-01-01T22:30:00.000Z
154.161->155.158,8,3,2013-01-01T22:30:00.000Z
154.159->154.161,8,4,2013-01-01T22:30:00.000Z
153.161->156.160,7,5,2013-01-01T22:30:00.000Z
155.159->155.159,7,6,2013-01-01T22:30:00.000Z
154.161->154.159,7,7,2013-01-01T22:30:00.000Z
154.159->154.159,7,8,2013-01-01T22:30:00.000Z
155.159->156.158,7,9,2013-01-01T22:30:00.000Z
154.161->156.161,7,10,2013-01-01T22:30:00.000Z
154.161->155.159,18,1,2013-01-01T23:00:00.000Z
153.161->155.158,12,2,2013-01-01T23:00:00.000Z
154.161->156.158,10,3,2013-01-01T23:00:00.000Z
154.161->156.159,9,4,2013-01-01T23:00:00.000Z
154.159->155.158,8,5,2013-01-01T23:00:00.000Z
154.161->156.161,7,6,2013-01-01T23:00:00.000Z
154.161->156.160,7,7,2013-01-01T23:00:00.000Z
154.161->157.159,7,8,2013-01-01T23:00:00.000Z
154.159->154.161,7,9,2013-01-01T23:00:00.000Z
154.161->155.160,7,10,2013-01-01T23:00:00.000Z
154.159->154.161,9,1,2013-01-01T23:30:00.000Z
154.159->155.157,7,2,2013-01-01T23:30:00.000Z
154.159->155.162,6,3,2013-01-01T23:30:00.000Z
154.159->156.158,6,4,2013-01-01T23:30:00.000Z
154.159->156.160,6,5,2013-01-01T23:30:00.000Z
151.163->155.160,5,6,2013-01-01T23:30:00.000Z
155.159->155.159,5,7,2013-01-01T23:30:00.000Z
153.167->154.168,5,8,2013-01-01T23:30:00.000Z
154.159->154.159,5,9,2013-01-01T23:30:00.000Z
154.159->155.158,5,10,2013-01-01T23:30:00.000Z
154.159->155.157,7,1,2013-01-02T00:00:00.000Z
156.162->156.162,6,2,2013-01-02T00:00:00.000Z
154.159->155.161,6,3,2013-01-02T00:00:00.000Z
154.159->156.158,6,4,2013-01-02T00:00:00.000Z
157.158->155.159,5,5,2013-01-02T00:00:00.000Z
154.159->156.160,4,6,2013-01-02T00:00:00.000Z
155.158->154.159,4,7,2013-01-02T00:00:00.000Z
154.159->156.159,4,8,2013-01-02T00:00:00.000Z
156.160->156.160,4,9,2013-01-02T00:00:00.000Z
154.164->154.164,4,10,2013-01-02T00:00:00.000Z
154.159->156.158,6,1,2013-01-02T00:30:00.000Z
154.159->155.158,6,2,2013-01-02T00:30:00.000Z
